Employee ID,Project Completion Rates,Hours Worked,Output Quality,Task Completion Time,Training Participation,Technology Utilization,
500,0.68,30,6,2,TRUE,8,
501,0.94,37,8,6,TRUE,7,
502,0.86,41,9,8,FALSE,3,
503,0.74,48,8,12,TRUE,7,
504,1,41,10,6,TRUE,7,
505,0.72,42,9,5,FALSE,10,
506,0.84,30,8,6,FALSE,3,
507,0.84,48,10,11,TRUE,2,
508,0.82,35,7,6,TRUE,9,
509,0.67,37,7,12,TRUE,1,
510,0.5,33,5,10,TRUE,7,
511,0.73,34,8,6,FALSE,4,
512,0.54,36,7,7,FALSE,2,
513,0.73,33,6,9,FALSE,2,
514,0.68,49,7,9,TRUE,8,
515,1,33,9,4,TRUE,7,
516,0.82,44,9,10,FALSE,7,
517,0.5,34,4,7,TRUE,5,
518,0.61,38,7,5,FALSE,10,
519,0.5,31,5,6,FALSE,8,
520,0.76,36,6,6,FALSE,2,
521,1,46,6,8,FALSE,2,
522,0.65,45,8,7,FALSE,5,
523,0.92,46,8,9,FALSE,1,
524,1,49,4,9,FALSE,6,
525,0.5,31,2,6,TRUE,4,
526,0.63,40,7,9,FALSE,6,
527,0.74,31,8,6,FALSE,7,
528,0.71,30,7,6,TRUE,3,
529,0.74,31,8,5,FALSE,8,
530,1,38,10,9,TRUE,7,
531,0.84,31,9,4,FALSE,1,
532,0.5,44,6,5,TRUE,6,
533,0.5,39,4,5,TRUE,7,
534,0.78,44,9,10,TRUE,4,
535,0.5,39,5,8,FALSE,2,
536,0.52,46,5,11,TRUE,10,
537,0.81,38,8,4,FALSE,9,
538,1,47,8,14,FALSE,7,
539,0.97,33,10,6,FALSE,1,
540,0.88,38,9,4,FALSE,8,
541,1,45,8,13,FALSE,3,
542,0.82,33,7,3,FALSE,4,
543,0.64,45,6,8,FALSE,5,
544,1,48,10,9,TRUE,1,
545,0.61,30,8,6,FALSE,6,
546,0.62,35,7,5,FALSE,10,
547,0.96,39,10,9,TRUE,6,
548,0.72,45,8,10,FALSE,2,
549,0.55,33,7,6,TRUE,10,
550,0.84,42,8,11,TRUE,6,
551,1,45,7,8,FALSE,8,
552,1,49,5,9,FALSE,6,
553,0.5,35,4,10,TRUE,4,
554,1,40,5,8,FALSE,4,
555,0.5,32,4,4,TRUE,9,
556,0.99,49,9,8,TRUE,6,
557,0.66,39,8,7,FALSE,8,
558,0.51,30,7,1,TRUE,8,
559,0.86,49,10,8,FALSE,7,
560,0.59,40,5,7,FALSE,3,
561,0.91,41,9,7,TRUE,10,
562,1,43,10,6,TRUE,1,
563,1,37,4,6,FALSE,5,
564,0.5,40,5,10,FALSE,10,
565,0.62,33,5,8,FALSE,10,
566,0.5,36,5,7,TRUE,2,
567,0.75,39,8,7,FALSE,10,
568,0.61,48,6,9,TRUE,2,
569,0.5,33,4,7,TRUE,7,
570,0.5,31,4,6,TRUE,3,
571,0.56,47,5,10,FALSE,8,
572,0.81,43,8,9,TRUE,9,
573,0.5,45,4,6,FALSE,8,
574,0.76,40,8,7,TRUE,6,
575,0.72,39,7,8,FALSE,5,
576,0.56,46,7,7,FALSE,3,
577,0.59,43,7,7,TRUE,3,
578,0.56,33,6,6,FALSE,7,
579,1,48,10,9,TRUE,5,
580,1,31,8,6,TRUE,6,
581,0.88,36,9,5,TRUE,6,
582,1,38,10,9,TRUE,9,
583,0.92,48,10,9,TRUE,1,
584,0.97,45,9,9,TRUE,8,
585,0.7,45,8,8,TRUE,10,
586,0.67,47,8,9,FALSE,5,
587,0.97,40,9,11,TRUE,6,
588,0.55,36,5,6,TRUE,6,
589,0.65,38,8,6,FALSE,1,
590,0.51,33,6,4,FALSE,3,
591,0.72,42,6,8,TRUE,6,
592,0.5,33,4,6,TRUE,9,
593,1,48,10,9,TRUE,6,
594,0.5,31,3,7,FALSE,6,
595,0.73,38,7,8,TRUE,1,
596,0.97,41,10,8,FALSE,9,
597,0.72,31,7,10,TRUE,4,
598,0.66,35,6,8,TRUE,2,
599,0.5,34,4,4,FALSE,1,
600,0.66,34,7,3,TRUE,3,
601,0.5,49,4,8,TRUE,3,
602,0.61,34,7,7,TRUE,5,
603,0.66,33,6,5,FALSE,1,
604,0.91,38,9,6,TRUE,7,
605,0.5,39,5,7,TRUE,1,
606,0.87,45,8,8,FALSE,4,
607,0.76,39,8,3,FALSE,6,
608,0.88,39,8,9,TRUE,1,
609,0.5,48,6,11,TRUE,7,
610,0.51,39,6,5,FALSE,10,
611,0.93,35,9,7,TRUE,7,
612,0.79,46,9,6,TRUE,3,
613,0.5,34,3,5,FALSE,4,
614,0.68,35,8,7,TRUE,6,
615,0.5,44,5,10,TRUE,7,
616,0.8,48,8,11,FALSE,4,
617,1,47,10,9,TRUE,10,
618,0.86,33,9,9,TRUE,9,
619,0.5,37,2,6,TRUE,9,
620,1,45,8,8,FALSE,9,
621,1,48,10,4,TRUE,10,
622,0.74,49,8,9,FALSE,6,
623,0.71,32,6,7,FALSE,2,
624,0.5,39,1,8,TRUE,2,
625,0.5,31,1,4,FALSE,4,
626,0.86,33,8,8,TRUE,9,
627,0.59,35,5,6,TRUE,3,
628,0.69,40,7,9,TRUE,6,
629,0.9,43,9,9,FALSE,2,
630,0.59,45,8,11,TRUE,1,
631,0.72,48,8,10,TRUE,5,
632,0.68,31,6,7,TRUE,8,
633,0.52,46,6,9,FALSE,10,
634,0.88,38,9,6,FALSE,10,
635,0.71,46,8,10,TRUE,2,
636,0.62,44,6,11,TRUE,10,
637,0.5,36,4,5,TRUE,9,
638,0.94,48,9,9,TRUE,8,
639,0.5,32,5,6,FALSE,3,
640,0.5,30,2,7,FALSE,1,
641,0.66,33,5,7,FALSE,4,
642,0.77,47,7,11,FALSE,8,
643,0.91,37,9,11,FALSE,3,
644,0.71,48,9,8,FALSE,10,
645,0.98,35,10,8,FALSE,2,
646,0.56,30,4,6,TRUE,7,
647,0.73,37,6,7,TRUE,4,
648,0.65,30,6,7,TRUE,6,
649,0.93,48,10,9,TRUE,5,
650,0.91,40,9,8,TRUE,2,
651,0.78,44,7,6,TRUE,10,
652,0.69,40,6,6,FALSE,2,
653,0.83,48,8,11,TRUE,9,
654,1,39,7,9,FALSE,10,
655,0.59,41,6,8,TRUE,2,
656,0.5,30,4,5,FALSE,8,
657,0.75,36,8,8,FALSE,8,
658,1,46,10,11,TRUE,1,
659,0.9,39,8,6,TRUE,1,
660,0.77,35,7,4,TRUE,4,
661,0.58,46,7,10,TRUE,2,
662,0.68,47,8,11,TRUE,1,
663,1,34,7,7,FALSE,9,
664,1,47,10,12,TRUE,3,
665,0.62,46,6,12,FALSE,1,
666,1,45,7,8,FALSE,2,
667,1,37,7,7,FALSE,8,
668,0.76,42,8,7,TRUE,5,
669,1,45,9,6,TRUE,7,
670,1,40,10,6,TRUE,6,
671,0.5,35,5,8,TRUE,1,
672,1,32,10,7,TRUE,6,
673,0.74,30,8,7,TRUE,7,
674,1,47,7,14,FALSE,4,
675,0.72,34,6,7,TRUE,8,
676,0.94,42,9,6,FALSE,8,
677,0.5,39,4,9,FALSE,7,
678,0.91,34,10,5,TRUE,2,
679,1,43,10,12,TRUE,6,
680,1,46,10,5,TRUE,6,
681,0.59,30,6,4,TRUE,7,
682,0.74,31,5,7,TRUE,6,
683,0.5,36,5,9,TRUE,2,
684,0.77,39,9,6,FALSE,8,
685,0.62,49,8,8,FALSE,4,
686,0.84,36,6,7,FALSE,9,
687,1,45,6,12,FALSE,8,
688,0.5,34,5,3,FALSE,3,
689,0.98,41,10,7,FALSE,3,
690,0.83,46,9,9,TRUE,8,
691,0.5,45,5,7,TRUE,2,
692,0.88,49,8,8,TRUE,9,
693,1,45,8,8,FALSE,4,
694,0.77,48,7,10,FALSE,6,
695,1,44,5,8,FALSE,3,
696,0.81,41,8,11,TRUE,3,
697,0.5,39,7,8,TRUE,3,
698,1,31,10,6,TRUE,10,
699,0.5,36,4,9,FALSE,2,
700,0.52,42,6,9,FALSE,8,
701,0.55,32,6,5,FALSE,9,
702,1,44,10,8,TRUE,8,
703,0.5,30,5,3,FALSE,10,
704,0.53,32,6,10,TRUE,3,
705,0.66,39,7,9,TRUE,7,
706,0.73,44,9,3,TRUE,10,
707,0.69,35,6,9,TRUE,2,
708,1,49,10,6,TRUE,4,
709,0.91,44,10,9,TRUE,6,
710,0.54,36,6,2,TRUE,5,
711,0.5,34,4,5,FALSE,9,
712,0.57,33,6,9,TRUE,10,
713,1,47,4,12,FALSE,4,
714,0.5,32,4,7,TRUE,5,
715,0.79,46,9,10,TRUE,4,
716,0.53,47,6,6,TRUE,8,
717,0.69,47,7,10,FALSE,8,
718,0.91,31,8,7,TRUE,3,
719,1,42,9,13,TRUE,1,
720,1,44,8,7,FALSE,6,
721,0.5,34,2,6,FALSE,2,
722,0.73,32,5,6,FALSE,2,
723,0.86,34,8,8,FALSE,3,
724,0.5,34,3,8,TRUE,8,
725,0.61,34,6,8,TRUE,3,
726,0.63,32,7,8,FALSE,7,
727,0.5,32,3,3,TRUE,10,
728,0.5,49,6,4,FALSE,10,
729,0.59,47,6,8,FALSE,9,
730,1,49,6,9,FALSE,8,
731,0.61,33,5,5,TRUE,1,
732,0.58,30,7,5,FALSE,7,
733,0.87,45,9,8,TRUE,7,
734,1,37,10,8,TRUE,8,
735,0.62,46,6,7,TRUE,10,
736,0.87,37,8,7,FALSE,5,
737,0.5,36,5,7,TRUE,10,
738,0.93,37,8,8,FALSE,9,
739,0.8,41,8,10,TRUE,9,
740,0.78,45,7,12,TRUE,8,
741,0.66,41,7,6,TRUE,6,
742,0.91,48,9,5,FALSE,6,
743,0.5,39,6,7,FALSE,1,
744,0.72,36,8,4,FALSE,6,
745,0.58,41,6,13,FALSE,4,
746,1,49,10,8,TRUE,4,
747,1,34,8,7,TRUE,2,
748,0.86,45,9,10,FALSE,4,
749,1,38,8,8,FALSE,5,
750,0.77,36,6,11,FALSE,5,
751,1,49,5,9,FALSE,5,
752,0.78,43,9,6,TRUE,4,
753,0.95,40,9,6,FALSE,1,
754,1,36,8,8,FALSE,10,
755,0.82,39,8,7,TRUE,8,
756,0.93,38,9,5,FALSE,3,
757,0.5,33,5,7,TRUE,2,
758,0.85,45,8,10,FALSE,9,
759,1,39,10,8,TRUE,7,
760,0.74,48,10,11,FALSE,9,
761,0.92,46,9,9,FALSE,2,
762,0.5,38,6,6,FALSE,9,
763,1,42,8,10,FALSE,10,
764,0.5,30,4,4,FALSE,9,
765,0.5,31,4,3,TRUE,9,
766,0.62,42,8,10,FALSE,10,
767,0.5,38,2,6,TRUE,10,
768,0.82,36,8,10,TRUE,4,
769,0.76,45,9,10,TRUE,10,
770,0.69,48,8,8,TRUE,3,
771,0.6,36,6,8,FALSE,6,
772,0.7,35,6,12,FALSE,3,
773,0.58,47,7,10,FALSE,9,
774,0.94,48,9,10,FALSE,3,
775,0.53,40,7,6,TRUE,2,
776,0.83,41,8,11,TRUE,8,
777,0.78,39,7,10,TRUE,6,
778,0.75,42,7,7,FALSE,8,
779,0.9,41,8,11,FALSE,7,
780,0.99,39,9,8,FALSE,3,
781,0.98,49,8,8,FALSE,8,
782,1,47,10,8,TRUE,10,
783,0.88,33,7,8,FALSE,1,
784,0.5,34,4,5,FALSE,1,
785,0.78,34,8,4,TRUE,10,
786,1,41,10,7,TRUE,8,
787,0.5,32,6,5,FALSE,9,
788,0.5,37,7,6,FALSE,10,
789,0.59,31,5,5,TRUE,6,
790,0.91,47,10,11,FALSE,5,
791,0.76,38,8,8,TRUE,2,
792,0.66,42,5,7,TRUE,9,
793,0.56,36,5,6,FALSE,6,
794,0.97,39,8,7,TRUE,8,
795,0.71,38,7,7,FALSE,9,
796,0.66,44,6,8,FALSE,9,
797,0.88,34,9,8,FALSE,8,
798,0.52,41,6,8,FALSE,10,
799,0.66,30,6,6,TRUE,8,
800,0.66,41,7,11,FALSE,3,
801,0.5,35,4,10,FALSE,3,
802,0.84,48,9,7,TRUE,2,
803,0.98,48,10,6,FALSE,1,
804,0.79,45,8,8,FALSE,4,
805,0.91,48,8,11,FALSE,2,
806,0.66,32,7,7,FALSE,2,
807,0.5,39,3,9,TRUE,5,
808,0.61,47,7,8,TRUE,4,
809,0.83,42,8,4,FALSE,1,
810,0.73,47,8,6,TRUE,9,
811,0.61,32,5,7,TRUE,4,
812,0.72,32,8,8,TRUE,5,
813,0.53,41,6,4,TRUE,7,
814,1,49,7,12,FALSE,2,
815,0.5,36,3,8,TRUE,8,
816,0.5,37,2,7,FALSE,2,
817,0.95,38,9,6,FALSE,10,
818,0.59,43,6,11,TRUE,5,
819,0.5,34,4,8,FALSE,2,
820,1,48,10,10,TRUE,2,
821,0.78,45,8,7,FALSE,4,
822,1,41,7,11,FALSE,4,
823,0.52,33,5,6,TRUE,8,
824,0.97,37,8,7,FALSE,6,
825,0.6,36,6,7,TRUE,10,
826,0.64,44,6,7,FALSE,8,
827,1,35,6,7,FALSE,7,
828,0.87,34,9,8,TRUE,10,
829,0.74,43,7,7,TRUE,4,
830,0.76,42,8,8,TRUE,2,
831,0.99,39,10,7,FALSE,9,
832,0.82,47,7,11,TRUE,2,
833,0.5,33,4,6,TRUE,1,
834,0.84,37,8,7,TRUE,8,
835,0.95,40,10,8,TRUE,10,
836,0.88,46,9,8,FALSE,9,
837,1,47,6,7,FALSE,1,
838,0.51,40,5,6,FALSE,7,
839,0.88,45,9,9,FALSE,2,
840,0.71,41,7,7,FALSE,6,
841,1,42,4,7,FALSE,5,
842,1,45,10,10,TRUE,1,
843,0.83,30,10,8,FALSE,2,
844,0.71,45,7,11,TRUE,2,
845,0.71,44,8,7,TRUE,10,
846,0.82,35,7,8,TRUE,10,
847,0.5,41,6,12,TRUE,6,
848,0.8,37,7,7,FALSE,1,
849,0.9,36,9,7,FALSE,4,
850,0.5,31,5,5,FALSE,10,
851,0.51,41,6,6,TRUE,5,
852,0.78,43,7,10,FALSE,2,
853,0.68,45,6,8,FALSE,2,
854,0.77,40,9,7,FALSE,7,
855,0.96,49,8,11,FALSE,7,
856,0.5,38,5,9,FALSE,6,
857,0.89,39,8,6,FALSE,1,
858,0.78,46,9,8,TRUE,3,
859,0.65,41,7,6,TRUE,9,
860,0.84,35,8,11,FALSE,10,
861,0.77,48,8,12,TRUE,1,
862,0.5,40,3,9,TRUE,2,
863,0.98,38,10,6,FALSE,8,
864,0.5,35,5,6,TRUE,7,
865,0.59,45,7,9,FALSE,9,
866,0.66,49,8,14,TRUE,10,
867,1,45,4,9,FALSE,4,
868,0.74,35,6,8,TRUE,4,
869,0.83,34,8,1,TRUE,7,
870,0.88,33,9,7,TRUE,1,
871,0.5,31,4,3,TRUE,10,
872,0.61,35,5,6,FALSE,9,
873,0.5,38,6,7,TRUE,2,
874,0.89,46,10,8,FALSE,1,
875,0.9,43,8,7,FALSE,7,
876,0.72,36,6,5,TRUE,6,
877,0.76,48,7,9,TRUE,3,
878,0.5,30,1,5,FALSE,1,
879,0.8,49,7,9,TRUE,5,
880,1,44,4,8,FALSE,10,
881,1,47,10,11,TRUE,4,
882,0.5,32,6,2,FALSE,5,
883,1,47,10,9,TRUE,1,
884,0.5,31,3,6,TRUE,1,
885,0.65,39,7,7,FALSE,5,
886,0.5,40,4,6,FALSE,6,
887,0.65,32,7,6,FALSE,5,
888,0.61,36,7,3,TRUE,2,
889,0.85,37,7,7,TRUE,9,
890,1,48,10,10,TRUE,5,
891,0.89,47,10,7,TRUE,5,
892,0.5,42,5,12,FALSE,10,
893,0.91,42,10,8,FALSE,9,
894,0.81,48,9,9,TRUE,3,
895,0.5,41,4,10,TRUE,5,
896,0.85,46,8,13,TRUE,5,
897,0.95,41,9,5,FALSE,2,
898,0.52,42,6,7,FALSE,4,
899,1,41,10,7,TRUE,2,
900,0.82,48,7,8,FALSE,5,
901,0.67,43,7,10,TRUE,10,
902,0.5,36,5,5,TRUE,2,
903,0.5,42,4,10,FALSE,10,
904,0.72,35,5,8,FALSE,9,
905,0.69,48,8,11,FALSE,10,
906,0.85,48,9,7,FALSE,6,
907,0.5,33,1,5,TRUE,8,
908,1,48,5,11,FALSE,9,
909,0.7,38,9,9,FALSE,8,
910,1,45,5,8,FALSE,5,
911,0.5,33,3,6,FALSE,5,
912,0.56,35,6,6,TRUE,6,
913,1,37,9,7,TRUE,1,
914,1,45,7,7,FALSE,8,
915,1,34,8,4,FALSE,2,
916,0.92,39,8,9,TRUE,6,
917,0.92,42,8,7,TRUE,9,
918,0.5,43,5,10,FALSE,3,
919,0.89,36,9,8,TRUE,2,
920,0.71,49,8,10,TRUE,10,
921,0.64,35,7,5,TRUE,5,
922,0.67,36,7,4,TRUE,9,
923,0.5,34,2,5,FALSE,6,
924,0.86,47,7,12,TRUE,8,
925,0.69,41,9,9,TRUE,8,
926,0.73,35,6,5,FALSE,7,
927,0.5,30,6,5,FALSE,5,
928,0.79,33,8,4,FALSE,2,
929,0.63,48,7,6,TRUE,10,
930,0.89,41,7,8,FALSE,10,
931,0.75,44,8,12,TRUE,5,
932,0.75,32,7,9,FALSE,7,
933,0.96,49,9,11,TRUE,7,
934,0.5,37,3,6,FALSE,2,
935,0.69,40,7,5,FALSE,7,
936,1,45,10,11,TRUE,6,
937,0.91,38,10,8,FALSE,7,
938,0.68,32,6,5,FALSE,8,
939,0.5,34,3,5,FALSE,4,
940,0.92,49,8,11,FALSE,1,
941,1,43,4,6,FALSE,8,
942,0.8,44,10,9,TRUE,8,
943,0.67,35,8,4,TRUE,3,
944,0.56,33,6,11,FALSE,3,
945,1,37,8,6,FALSE,5,
946,0.85,48,8,10,TRUE,3,
947,0.58,34,7,4,TRUE,5,
948,0.97,42,9,8,FALSE,8,
949,0.91,45,10,10,TRUE,1,
950,0.79,30,7,8,FALSE,2,
951,0.95,42,9,9,FALSE,2,
952,0.5,40,5,7,FALSE,4,
953,0.69,37,7,6,FALSE,9,
954,0.62,37,5,5,TRUE,2,
955,0.61,43,8,11,TRUE,9,
956,0.63,42,6,8,TRUE,7,
957,0.59,32,7,6,FALSE,10,
958,0.5,33,2,8,TRUE,8,
959,1,49,6,10,FALSE,1,
960,1,44,8,8,FALSE,5,
961,1,44,10,10,TRUE,9,
962,0.85,42,7,7,FALSE,4,
963,0.62,38,7,4,FALSE,2,
964,0.85,39,9,10,FALSE,6,
965,0.76,41,7,7,TRUE,2,
966,0.92,43,9,7,FALSE,3,
967,0.67,30,7,5,TRUE,8,
968,0.76,43,8,7,FALSE,3,
969,1,43,10,10,TRUE,2,
970,0.5,37,4,8,FALSE,6,
971,1,45,10,8,TRUE,3,
972,0.5,43,5,6,TRUE,1,
973,0.87,30,8,6,FALSE,3,
974,0.73,45,5,4,FALSE,6,
975,1,47,4,9,FALSE,3,
976,0.91,36,7,9,FALSE,9,
977,0.6,44,6,8,TRUE,7,
978,1,46,5,11,FALSE,5,
979,0.61,48,7,7,TRUE,2,
980,0.68,42,7,12,FALSE,9,
981,1,38,10,9,TRUE,5,
982,0.82,44,9,9,TRUE,7,
983,0.5,32,2,5,TRUE,9,
984,0.68,30,5,4,FALSE,4,
985,0.91,45,8,8,FALSE,9,
986,0.73,37,7,9,TRUE,1,
987,0.79,42,8,5,TRUE,6,
988,0.8,37,8,7,TRUE,2,
989,0.52,46,6,10,TRUE,8,
990,0.59,43,7,10,TRUE,5,
991,0.77,36,7,8,FALSE,3,
992,0.67,44,7,5,TRUE,2,
993,1,45,6,11,FALSE,8,
994,0.63,48,8,9,FALSE,7,
995,0.67,35,7,4,FALSE,9,
996,0.5,30,5,5,TRUE,8,
997,0.65,41,6,4,TRUE,4,
998,1,47,9,10,TRUE,2,
999,0.75,45,6,8,TRUE,2,
1000,0.64,41,7,5,FALSE,2,
